374.83037846871485,1297.7331249532779,0.4130724860199561,2.5155481004690943,0.40615562971411406,0.23962226070957537,0.5899764602013307;117.8121673470138,1396.6162389235635,0.6873537367483493,-0.6196497762959285,0.21792315020641473,0.14078514251924532,0.6460311462361615
448.17408552704256,954.208861393563,1.0489718324677357,1.3402357072152455,0.44468774220379453,0.21365982142294535,0.48047157847006233;96.7463478483823,996.7870726378828,0.9005595235381328,-1.7358089378733235,0.128091030656762,0.128893520596517,1.0062649971324331
430.2335318626399,1464.987531742506,1.3380774902013721,-2.7011603077605786,0.3878304067538658,0.23146587412118863,0.5968223999210228;127.46718324337374,1467.2393601917856,1.0624297738010413,0.4429465974281942,0.218193646371428,0.18803398340008126,0.8617757048708633
434.75520489811277,1518.0340614179247,0.20503289691222643,-2.1954693411571604,0.5006113417832168,0.2904070148601398,0.5801047451815361;191.54776170448986,1495.8636235502888,0.44582590709557257,1.1699874481921515,0.2806274081441867,0.28680062908250825,1.021997925930135
388.6005343215575,1317.3275472243038,0.08102608014014853,-0.3412195616390683,0.4468685333979605,0.2581831062060737,0.5777607661091405;89.88305081604418,1475.0981899100818,0.7542915166224055,2.604534308166953,0.3366655445457606,0.1546385063107104,0.4593238269136017
482.1923742066025,1224.3281201299756,0.4947809435278095,-1.2869876463293157,0.6256547636864318,0.44660770051982,0.713824502651198;83.13907186756107,1226.0636456681195,0.9372631838067219,1.7991699050697334,0.2928726314644117,0.18867163819501656,0.6442105472663221
398.5644385039887,1389.2555607576312,0.52913197502036,1.7093084376560836,0.3650621919403791,0.17469235467635097,0.4785276551039863;284.9573173659345,1500.8636571174611,0.029715223884067516,-1.3244980591326967,0.4498169825328711,0.2942173597283933,0.6540823738394379
405.0631623080535,1325.6164741511777,0.7879426478586558,-1.3792408636796079,0.3754781414634584,0.21109710018757685,0.5622087596492507;87.4510341333937,1407.6575662884065,0.0490737520798261,1.6516405073801288,0.2944928120833193,0.20934193866460496,0.7108558513997855
469.44195495822504,1455.2370556029693,0.2856491270153976,1.3726406879569066,0.3917507071205835,0.2419651243297785,0.6176507659890452;142.06631065104682,1464.096276823693,0.07668558823823614,-1.7745833687135415,0.31742655647795914,0.28959797362716994,0.9123306406383754
370.42092168978485,1231.8200148554538,0.3518805375279508,1.6264912840435388,0.22405829444782577,0.12668898356664637,0.565428670600486;217.10874522690239,1190.0968489249099,0.4820071253521793,-1.4812630236599484,0.470579734691626,0.35706771625646994,0.7587826035272403
417.5555475754095,1206.7329190790315,0.9249484805447321,-1.282439866620079,0.2589096749090188,0.14210237199685666,0.5488492156455398;90.33468772846936,1261.1697547293147,0.25888799134533835,1.9788725736398671,0.3065780657602301,0.25333172636946005,0.8263204536217109
413.3076842261462,1359.3853718893733,0.0593383736925342,1.6194005803902347,0.4298298154173986,0.24403826033537784,0.5677555431988762;107.7273581767897,1386.982556307126,0.8184195002918841,-1.5318353679996557,0.3187722837524052,0.19713804347488212,0.6184290589956118
398.68161237328184,1284.6012629314205,0.05306905199113865,-0.9693954215470719,0.37813015173434716,0.2067531877670491,0.5467778404307261;137.36297599790294,1484.343530088638,0.49914173763687686,2.1855071302728226,0.31089918049180615,0.29720273523834595,0.9559457016522398
478.0321269151263,1423.7388391822428,0.36914135365229256,-1.2317740224498666,0.44706339883169416,0.2965776738927356,0.663390639152699;94.46192150808598,1436.9783390813516,0.3104812065153584,1.889067876183797,0.5822419488132723,0.3410268754778964,0.5857133381972541
347.0958244505393,1082.5213970398,0.8486588157806225,2.6740426826066366,0.2936194524429818,0.20346741790592057,0.6929630043684931;174.2441312612853,1250.4998713414568,0.6674486892346111,-0.42062243280320655,0.36214610725895424,0.2814455889581035,0.7771603320227174
409.5884614964149,1322.4637955603926,0.3623008159174816,-0.8085736571371109,0.455125835262588,0.26051757865077796,0.5724078012413216;122.00550377339623,1345.2440037286917,0.5015630068527991,2.3136893921670536,0.40380288786131413,0.22988869148756066,0.5693091812818233
250.45084347831565,1551.7396731736287,0.32018084530612156,1.2409526040762544,0.47784164383850863,0.14032059706849503,0.29365501914252956;91.03983663759722,1622.282977634913,0.42979117205598616,-1.9041815938377187,0.2115673725795625,0.1885899334395704,0.8913942218035006
434.38798153954514,1406.117326621431,0.3895865358557962,1.343971092736154,0.4468624249446961,0.24080164331612766,0.5388719880529883;127.88974828104816,1566.7493756899985,0.0459475217345596,-2.0484395363505934,0.23573376768735932,0.2590510385616834,1.0989135799384009
410.33951826749524,1513.0484440109642,0.20967246963104685,-0.34133221948026166,0.3552224106538042,0.1904112879592219,0.5360339951771641;236.21661368489754,1393.8160382196209,0.24459442385219762,3.0993053191718407,0.42107634001949995,0.26000172175963837,0.6174693209967526
398.51096630331193,1344.365623532527,1.330125996770272,-0.4321936277486379,0.4164460697644231,0.2421267719742714,0.5814120712226643;114.46376771275756,1345.6015305639335,0.4629474409780256,2.711368613849693,0.21298532571580858,0.19347798024551527,0.908409908500821
310.90573697987617,1436.4587108333467,0.2975664493267029,-2.531361151101004,0.5501270585784074,0.18387342013912575,0.3342380951307434;277.27634881287605,1470.3880561351825,0.21924532046014078,0.6059048960737554,0.46383947768470907,0.2542925668186856,0.5482339883789253
393.8989079941694,1388.9344546021603,0.8617904479743006,2.935881083671831,0.5212902309282906,0.3682445977301785,0.7064099342019603;112.32131701506991,1454.9200021114561,1.0743145124159317,-0.148812459676019,0.3687862551476775,0.31555373511048135,0.8556548155085671
400.34711053159873,1047.3356657767365,0.6743310345563538,-0.5205300739630483,0.42126034558922854,0.19147344556038684,0.4545252064790661;99.18887041901145,1047.6315067737319,1.0585780006124954,2.6283510698500034,0.6378613189419027,0.231348378919825,0.3626938521739967
420.03351053814737,1261.2331601254384,0.25126015848366073,-2.4615239382940284,0.5176264204125479,0.4173026698335419,0.806185027226686;113.53804197272449,1214.3149684595837,0.9024572573428423,0.6884403274820083,0.14963716904560692,0.13467111189532044,0.8999843605319406
434.87291342414073,1253.7653148691743,0.4799158375252038,2.938985880336047,0.5310929734166249,0.39205690574985186,0.7382076686642512;174.34690070087126,1224.7446034647387,0.6709174362161738,-0.11053693841802777,0.47097202186022513,0.27734897385407564,0.5888863053024138
357.02085765400324,1485.093493083853,0.7769364715234727,-0.4278289789144268,0.42551476873791405,0.15315583736544638,0.3599307206650192;152.60499164509793,1445.1051977364832,0.9632352229756825,2.7710933443669497,0.38211025921869296,0.2729396926549172,0.7142956412973611
412.44394540669236,946.8109882639513,1.8584464510406626,3.0973144418152825,0.3856353804433493,0.17173495549457796,0.445329874289909;104.48610007359761,953.0316863884485,0.1168498470424049,-0.02361326659066591,0.2114578853116667,0.17960383806313882,0.8493598514825854
479.42585345389995,1383.5011557768935,0.12652334167172802,2.8192382154847007,0.5077303533743016,0.3824056599388265,0.753166828410818;127.73881466100856,1382.7811759381887,0.7685418914421932,-0.3210670009301365,0.24009135047026317,0.20537185220051776,0.8553904661632297
360.4474517873587,1306.1341136728647,0.7170755443746227,-2.669083749871785,0.23650313906328127,0.11897883215734206,0.5030750654244248;91.1297889111983,1526.3137556885217,0.247231090066806,0.5141610197697731,0.6168973719657238,0.46594732467830224,0.7553076830163434
391.08759930978925,1354.1625584781173,0.004536440676523015,2.709917471366072,0.5493988113925654,0.4062266946468602,0.7394022087838055;90.33075119249304,1348.7705228796335,0.9043720204672272,-0.4254532461173799,0.5681480707956488,0.5395073645711026,0.9495893628848602
393.8816183106296,848.363746724835,1.4364341719476836,0.7622107604745522,0.31478458810139315,0.23733482734991457,0.7539594895080068;90.71079406002428,898.916990739412,0.671793929245407,-2.3598727372369894,0.23126561011309912,0.18893984978224734,0.816982039352273
414.0307902451213,1185.901314287576,1.0495593778171899,2.021593229129487,0.37199268354984677,0.21190474018391475,0.5696476021026894;171.72686436023977,1233.0072296061367,0.09807162807981935,-1.1159581262380325,0.3495196968361681,0.34603299230072826,0.9900242974373081
423.71109258550183,799.9300424537136,1.645792425793661,-2.8044691082821456,0.3492426906428591,0.17982422630989092,0.5148976088200566;134.94811620026496,815.3014803923761,0.6963448013280367,0.5044928439180704,0.3384006192019922,0.22713832209721024,0.6712113075704237
398.39490189885714,1422.2488757742085,0.07921334203984265,2.585246522169909,0.3940494244079981,0.25030805376115306,0.635219945155876;81.20530216679086,1414.7115343065525,0.7812627848624791,-0.5567868354043978,0.2531492038692949,0.21763994614898777,0.8597299253659073
339.10741956495036,1235.8089443340343,1.2462569179434537,2.5660254757468524,0.3720906535728696,0.22147277862501452,0.5952118831752427;285.99459144361447,1294.1067751093804,0.16502649032473019,-0.5981944479576494,0.4313337208714553,0.2941793459030481,0.6820226002935637
429.83090687385334,1103.7569422187114,1.2131585687013668,0.43218389961446846,0.3662395608086111,0.22370557453676893,0.6108176135938319;137.53318208345163,1094.960514331453,0.37393108756611215,-2.700379887733377,0.7217868059164915,0.48466932232043847,0.6714854280344289
407.6028458561105,1488.1206608339928,0.14265663149022464,0.4877933238876615,0.388267711273217,0.21461935092508339,0.5527612641836694;119.19905460614902,1451.732076643621,0.15653572870560542,-2.637477729067592,0.20747167962000743,0.1635476027418777,0.7882888066526555
540.3897358129592,1360.3350111512973,0.3490189514409793,-1.7546844202531908,0.6073736436260181,0.4033350970170615,0.664064207016216;124.33169010353018,1331.2211072680602,0.5010861682218942,1.4416793951524025,0.33656391717121625,0.2095953738732614,0.6227505777651037
301.5224606940584,1491.0285902896028,0.02291132337367309,3.0359111458355823,0.4918122363281887,0.2650900151927127,0.5390065468314555;259.3125519040686,1498.9760598425178,0.17728754998395668,-0.13913716784096092,0.4526612911947422,0.23069210102261686,0.5096351411310966
455.18335500762817,1413.6463066212848,1.146845508133764,-2.3132200316495664,0.36572919224159095,0.2034245846632294,0.5562164272871402;80.57452669422976,1401.3795464769707,0.5804428701966872,0.7346449888018577,0.3518865391396618,0.25022370604734223,0.7110920089728974
390.3814161893477,1479.6255754159563,0.13111361288124845,-0.4690548487404096,0.2739886598484447,0.10293095225478248,0.37567595794555203;103.81313342328421,1469.0946148985777,0.05734242167854297,2.6706493837094785,0.1340941648574581,0.09976954835035769,0.7440260242226989
401.34791340680937,1427.643664365867,0.9105658259384108,-2.436279353418625,0.46412127991796587,0.23050315784567338,0.49664423464146085;120.64315419865555,1393.6844566098885,0.3122532865001023,0.7184642908878907,0.2615442126598471,0.19329841438591486,0.7390659209015276
421.9873718371204,1291.278319592256,0.13024124349100613,0.7499022575764134,0.40829573221004667,0.21816096778545624,0.5343209604582002;127.06715444991258,1202.593641701136,1.3036764893150465,-2.385257966359478,0.2975052846885243,0.24083459566783913,0.8095136727402439
496.0125092777398,1416.9877234768126,0.15689695868687245,-0.5944410624050172,0.18506870405574388,0.08403543264400386,0.45407694981584695;124.32333968326246,1393.2584674212462,0.23422531501720345,2.595384732727538,0.21404357930037887,0.1870342071492439,0.8738136773856165
393.60383859789914,1457.719398149383,0.8068662805493816,-2.49087116241891,0.4164563476934808,0.2846295590291016,0.6834559266667583;197.49888332849272,1455.2114394767518,1.182451570019786,0.6530712731051024,0.41236208792565426,0.22561076364686156,0.5471181038532753
428.4483685008035,1209.8100819603876,0.3247021418706507,-0.746490785314217,0.2500920616944602,0.1323520919191957,0.5292134865155836;142.63997778673604,1367.839814055725,0.48788923199284345,2.2542478262341024,0.16460144182839054,0.15531599784090713,0.9435883192495714
236.75452749841855,1455.2114638031135,0.1084895648966329,2.4386248651012004,0.44606132217115074,0.18930877429681184,0.42440078277886495;105.0655822331948,1451.6324540602554,0.3009760080293438,-0.7308872693064249,0.22199242396560337,0.1775262177074579,0.7996949379451108
239.80665978033326,1436.9236986705312,0.20243970644892453,0.6201691519292433,0.41187637331154303,0.24623195699074743,0.5978297687022163;91.36660203816218,1448.7340825548351,0.6168046052010132,-2.5829880702092405,0.19107693763816933,0.14850467268658635,0.7771983082950624
429.82976769879474,1477.7482677425137,0.5397685123044837,0.9399683516529074,0.5874098144309361,0.35197614556682294,0.5992003145330593;101.8511305582776,1456.8904577915253,0.874974710315801,-2.2129834036781717,0.24293384524295483,0.22317457515546682,0.9186639882650891
445.9464417786064,1306.551168640555,0.6335390895921889,0.6943321804709787,0.46713052272769834,0.31123976925814245,0.6662800954232906;140.55027394850603,1335.158499918268,0.3075472429332445,-2.4463664565425045,0.3449564872998829,0.232166570301232,0.673031465848043
487.3096557467331,1354.072065037899,0.7676132562151265,-3.0124714431881183,0.445102585975578,0.3714369245433392,0.834497341167367;99.95109091450408,1357.6766028126876,0.12772377448272812,0.1304559253157371,0.19576627763378193,0.1421231823573343,0.725983984959875
482.8430464923355,1468.9884772621601,0.2849051636496936,-0.18126955583750817,0.39119943076189073,0.20370416070282812,0.5207169149149802;96.9755442109,1494.4246646535917,0.6653239837386756,2.8876828524823326,0.45037240121958383,0.2551454212087415,0.5665209957755442
598.456551237431,1519.543835590471,0.661177517874955,1.3685099237882083,0.4873953611091123,0.3361289007219784,0.6896432086614173;160.10968312691224,1499.7715395916139,0.7203069866466938,-1.7777776889328871,0.18140952664913848,0.1747420468200833,0.9632462530925916
518.0705368480242,1375.6414905872095,0.3613878052666121,2.3392325699021135,0.2940406151850455,0.18379798862831218,0.6250768742020368;133.63750823402913,1529.4177577918335,0.24285137545892166,-1.0216398531263156,0.16830883238426203,0.15501294579111258,0.9210030370670391
403.52725429517096,1222.8687830429724,1.0686233799146303,-2.902182028845156,0.37257711217464384,0.17898777614715655,0.4804046472485857;144.95469842333557,1120.5174924654234,0.30677887132106574,0.4422367297912498,0.3385084382836052,0.09756177274392133,0.2882107555090939
375.5894921733022,1103.694840464972,1.4881028667491734,2.5253709457662326,0.3325342876222112,0.10717371824506731,0.3222937370200642;149.30900475858766,1113.158666380045,0.10342707160056118,-0.5652300244661486,0.6153842436309772,0.6085168386739771,0.9888404602034006
408.6138614658094,1060.2464054256445,0.35801140779688284,0.7593450539388726,0.2836636948456727,0.1608833631890745,0.5671623338214047;131.7162229112296,990.4584611794681,1.3354257314876448,-2.4346417776331264,0.5793952637430593,0.3350880959170531,0.5783411030188408
388.3466385074036,1398.1878670922588,0.141163600661342,-2.2725187832848293,0.6397960806636587,0.2936798399450858,0.4590210050059271;162.98447297518683,1384.5019321290238,0.8404675837835138,0.8756814774961196,0.2571138464916001,0.2426102315648716,0.9435906890094217
463.26293073993037,1261.1767254838833,1.417077818410773,1.5366140478370602,0.630478798731318,0.43943857308381024,0.6969918321886022;90.65438303308848,1265.141022289962,0.2564725716333385,-1.6023816941232636,0.1185647291489216,0.11709754163362411,0.987625430211588
411.1585013762948,1508.182705948122,0.2179542160799906,-1.0411233930327985,0.44013805841170917,0.2635878677817274,0.598875427253248;80.33297956630304,1487.4698502722667,0.28421800958987087,2.108760606854386,0.47425306156394464,0.3253477396059298,0.6860213796681256
421.6318811593831,1144.7210898821597,0.2864686893245825,-2.9023248494919636,0.3988131899710242,0.21942671040973202,0.5501992309373581;207.11600940294494,1248.741227416233,1.132242099844575,0.3296589822034417,0.40750876717749335,0.2530617068542663,0.6209969631010257
93.49295223705491,1333.746619415022,0.2959489673008652,0.9473879423252037,0.48980164926988307,0.3631064902331443,0.7413337435151649;92.54285947062728,1320.9758013911535,1.0567606621487888,-2.1761627409606454,0.14932296875032486,0.12577521273521455,0.8423031887714256
366.8733203207749,1155.9178071714268,0.06828456668853412,1.691769303872037,0.5260620639572581,0.087349249163576,0.16604361946668145;176.2413783309687,1309.9168704020876,1.2687095888241022,-1.8089005585626277,0.24751232832260592,0.2442880641814978,0.9869733190142123
203.30317981772956,1342.707298660434,0.8850545431749844,2.0483140217666462,0.3156381290576895,0.30830522921839676,0.97676801639528;193.09783736489578,1376.770287119823,0.2721526184152461,-1.2920538878951096,0.4825185636242883,0.24191316940657925,0.5013551553115877
285.44690557089666,1248.71092895834,1.0114495646264714,1.1683788069280858,0.4148244324910469,0.09896414456318575,0.23856874574359044;90.16253953277901,1235.2895235891058,0.23843503779664182,-1.9677858740238832,0.13831184849893008,0.12385552859194496,0.8954802494227605
390.3157571992191,952.7564555971269,0.8921644564007458,2.4284020339872314,0.41046272957631597,0.17556880102160205,0.42773384371055095;154.7070310554786,978.2215876998421,0.9891090223956943,-0.7247645615859932,0.2158484302770609,0.18360964619437034,0.8506415634280536
454.0949058269645,1289.2790479260104,0.18832022153281752,-0.9061416640260004,0.3823717161797201,0.24182166035882874,0.6324255956347178;169.27838097051597,1283.6622525166033,0.9946426613290807,2.2381729617522366,0.30276373775784593,0.3121582016496963,1.0310290260036497
434.5398834940238,1418.497915565617,0.19789970953288522,3.0164213107086164,0.4202935768462368,0.2565685719842294,0.6104508517818589;219.48471453611438,1395.9326361239644,0.3008601819274859,-0.13399300109190632,0.2866720657355122,0.2679029055125972,0.934527418376956
481.79249369308343,1479.6207757817542,0.4411577985382949,-1.039544628728184,0.4177932565682071,0.33746718617357047,0.8077372740420885;90.1352720082418,1494.3108674181556,0.23689597752070116,2.084160637671105,0.13278596073765614,0.10402522308149911,0.7834052824832941
408.99859410394026,1460.9710589878227,0.41788909106171374,2.331992237425598,0.4121454622337333,0.23358105608118823,0.5667442140821661;140.32524008174883,1471.2782418359893,0.309739481200372,-0.808839518832361,0.22542397284685523,0.17603399807869788,0.780901852875643
400.0765410655815,1077.7984660357426,0.8800587142141456,-0.1434373666473256,0.3775368129464937,0.20912997521504595,0.5539326710497099;148.3388766099762,1106.672077288521,0.6229651163524188,3.1273605860930167,0.2801639445164284,0.2296596273213505,0.8197329878323568
386.5902251738913,1437.458151947388,0.9082184558098159,1.4310755044970092,0.3933335636586185,0.2412571812133536,0.6133653557791605;87.98250130565631,1448.769461646676,0.24589432586501522,-1.7180524601390332,0.7648394362756544,0.4253259233446973,0.5560983170739726
405.31700245980323,1483.7481563328058,0.18743425070060962,2.5706453822561657,0.31252466350192426,0.14497890171716582,0.46389587334528287;78.41429319989847,1485.4032050174121,0.014129951740363243,-0.5460364600374018,0.16394350998193635,0.15111455180988576,0.9217476911805529
404.0593230257167,1481.9204850382491,0.7501842542330381,-2.8080097461766007,0.33584250601649107,0.21573904209571151,0.6423815872941286;113.4697222830831,1346.84135179909,0.12221802645251549,0.41144349931219276,0.23897275717437508,0.17938564236012897,0.7506531057397214
433.5232917006883,1175.6850665990446,0.7285957508033254,1.0373582786113522,0.3290486959029269,0.1468465665480319,0.44627609340640967;146.3523189122741,1171.0242813131588,0.7373332803211888,-2.1118214051941533,0.24931295006119408,0.21816563200688155,0.8750673880090569
433.04320876328296,1396.5491594082894,0.729846928867494,2.8850095947232135,0.35762109956732846,0.1968994809703827,0.550581275010349;102.8414630146827,1565.5010787543392,0.12362839614189226,-0.24777878551246488,0.21882737250232787,0.1940002442337928,0.8865446859566395
498.4246230815645,1351.7903472894752,0.4378547538581382,1.4145342286762508,0.47087949086972025,0.34785023612413135,0.7387245417753228;408.16964482308106,1376.2188784713717,0.5632283291421332,-1.7164321363832065,0.3943700264781254,0.12941769420249732,0.3281631095503039
305.6463786060617,1376.8272759533056,0.36265639298859376,1.157245036146321,0.5805757891085676,0.19490388301659456,0.33570790700014463;193.92741147914055,1400.213804572716,0.21959722436648094,-2.0109065886211392,0.22538043312092745,0.22030499396594672,0.9774805688111464
419.73882789539465,985.6325252633459,1.1776126648259821,0.38003574839425713,0.3181114822676248,0.15663936315505206,0.49240399006808727;247.99590672226864,961.9908418732477,0.6340877730131678,-2.7495415282197584,0.533732980908192,0.36196565756446336,0.6781774230038176
425.16438209708934,1148.1051973560611,0.8463453239375538,-1.0980072603222635,0.4954859163516644,0.30107060114620166,0.6076269601425379;148.69159841093818,1059.6104563404422,0.8184785893391396,2.0240489628680574,0.3122897117474945,0.2519057431167199,0.8066411849020544
417.71688758176896,1242.0150488335478,0.6926568637989449,-1.6236600796462612,0.3227161017627564,0.21646640195968556,0.6707641818220154;136.85915725076762,1238.734380507625,0.5124156989796476,1.5323711300168366,0.4975931277180133,0.3158510242618448,0.6347576095159377
455.8113018421113,1420.0026431890892,0.5295925108403838,-2.146967546166202,0.26602196026001107,0.13961976124078962,0.52484299079792;109.54212394782006,1447.6213848672587,0.5745917539689513,0.9959707218813025,0.22053687060947372,0.20753947385633742,0.941064744787496
436.6506955926673,1458.4010269346356,0.032905863849800224,0.5081026898271704,0.4975050036390102,0.306088518922853,0.615247116479156;389.2419589085953,1503.5165595779115,0.7743878761877885,-2.575372785011996,0.4435794232783812,0.19971237433607175,0.4502291221266511
433.0195165047409,1308.0505889395104,0.5281338532340956,-2.725989262589392,0.39265365061219576,0.15851981417096786,0.4037140974592133;125.31407821948781,1198.5387215872502,0.33733435448614507,0.3796186006823179,0.2137278148909351,0.16413967865180984,0.7679846384784779
412.3002353989136,1064.6059931683646,1.252233662012549,-0.5444464672855334,0.4061750786999395,0.26001000687972986,0.6401426884976646;235.4381610253525,1065.559076142191,0.39009845437296137,2.61384340469134,0.7098343649800243,0.5299484748203906,0.7465804713967378
426.55841675320454,1497.8479450050995,0.36693700643146604,-1.7657971391992369,0.4530156447240445,0.2898397243548621,0.6398006950321079;94.92068096574023,1461.149741715749,0.35279332705044164,1.3663527942286853,0.26422749931862743,0.16006255439990857,0.6057755336316902
398.9659077590459,1308.8787049322027,0.49242262433849576,0.7673634815348795,0.28832782376205485,0.17839308442029914,0.6187161616685307;79.70629792557297,1286.374031364906,0.5524203627982425,-2.3637264120807906,0.2288005127463979,0.12877914831315232,0.5628446665934307
465.8458510923977,1412.5431651089464,0.11643077678998184,-1.375824898934575,0.4742052683684732,0.2849196386700709,0.6008360886633569;200.39799514965193,1451.1616696619299,0.5159332744084788,1.7274589625768682,0.2848843600535858,0.2146656754405087,0.7535186396337475
394.68942085011633,1274.0995700273977,0.6569558245413236,-2.071871768374646,0.49971907546135574,0.3760129270966564,0.7524486167543432;93.15999986582405,1272.2165374589342,0.4210564018668912,1.081651385457585,0.14910338106453322,0.13087328485602398,0.8777351923319627
402.1283805490484,1218.876285254578,0.3106785589255089,-1.3455632310568106,0.6205254794454081,0.21189121653586288,0.3414706141079649;91.11403349649176,1216.1884119247313,0.9022431069171044,1.800007974856427,0.17813396796782174,0.14318162790159125,0.8037862151448605
541.2768960578314,1365.648506433848,0.2275159348643735,-0.8651822133650504,0.22644557236485485,0.15783570689400284,0.6970138795193308;199.93152163678374,1402.6325383207106,0.6912785472146689,2.2636081597417768,0.35583226418741976,0.2349492082461906,0.6602807892722199
419.00332666340483,1490.0990667750918,0.14451400724370858,2.451684416710358,0.3322110894713377,0.14954830232067015,0.45016047645686064;104.21698943070844,1463.6084824122192,0.12245881882622844,-0.7220484653967112,0.11648700343615133,0.10513465799457537,0.9025441027178762
450.79796986122267,1427.949541079446,0.701730186661502,2.3291473640036906,0.39149003804308813,0.29172947365182883,0.7451772594523096;82.65072997862768,1204.0829126144095,0.1670235496966858,-0.8293756122453398,0.303332074431235,0.24981174393467923,0.8235586177396192
414.73121447390463,1013.7121106315146,1.003821768081101,2.59420377677333,0.3345898267835797,0.18046247967509857,0.5393543533881137;86.62080874131944,1002.2817353064955,0.7171032124083523,-0.5059300907722446,0.15987472312630863,0.14827943631785498,0.9274726699648898
539.6101916115001,1607.6590644785356,0.29488570289316296,2.3038564717688286,0.4167737869150198,0.34395593003872915,0.8252820614864192;134.98168977679833,1445.204320958113,0.445318017824638,-0.8866785817865688,0.2551978379876655,0.25409632042131525,0.9956836720285873
216.5767825968427,748.7466714049552,1.4574856644566943,0.453368188979793,0.4353588657933203,0.13686789319462267,0.3143794785141657;180.38630790334423,820.546847304284,1.0641367978358243,-2.6317480672260487,0.5559223355061563,0.22169108771147883,0.3987806813151939
233.83159703564485,1074.4881138016372,0.053308157843490064,-2.456623455596607,0.27809584747491606,0.16102487063929227,0.579026519458607;126.17972532859086,1116.2348627936685,1.6338981504370211,0.7582783120678471,0.42598885625952687,0.26218620553053334,0.6154766766264904
408.06234283501306,1405.4474170939304,0.47778301292043507,-0.18812718023289382,0.3557217162256561,0.23526912244325893,0.6613853237287691;171.527524489685,1456.9381544815142,0.028587643509598522,2.9572006330525418,0.24262971986575474,0.20148139450690308,0.8304069040609752
428.36006361452445,1446.1198234226651,0.028924198746416482,-2.2739178543262475,0.3678477219829316,0.16489847240429117,0.44827917246675947;260.62230850017477,1426.1578722949996,0.02331514592292443,0.8583109813153501,0.8085199425351957,0.27414807503683936,0.3390739802622808
413.0364725965496,1262.2773583602773,0.578289247556779,-1.8215196624006764,0.35952741338715105,0.21148611311325743,0.5882336234692684;80.6311430589925,1296.24943986256,0.3658391157405148,1.3099201217716019,0.1521576926783821,0.11153901757316799,0.7330488232949852
463.25868915542236,1422.3794052013689,0.11768844957623009,2.9528153222714573,0.42080092727771434,0.27620665551809875,0.656383191227646;155.08274041620723,1455.7446598991871,0.671031224556146,-0.1817763037677501,0.2397689826671445,0.19782334122912063,0.8250580997949419
426.65725676472414,1155.6317570355186,0.2030929552732772,-2.9630922903182673,0.3657150901104137,0.2358654967171872,0.6449432990199465;117.22455790063636,1133.9644145761365,1.2411226428529551,0.24482252859149423,0.3366658008642916,0.3025804978305549,0.8987562652748436
209.58207459370266,723.8538943799363,1.971451963457007,-1.178795297775888,0.6504477094896338,0.3728038136263339,0.5731495525118384;102.94361026795205,708.7329337472614,0.6136266839042958,1.8101794820649035,0.2816986955234003,0.2047489558607013,0.7268367199225922
